[INFO ] 2019-03-08T02:00:40,050Z [main] cliutils.CliWrapperBase.call - Application Args: generate-node-info
[INFO ] 2019-03-08T02:00:48,319Z [main] internal.Node.logStartupInfo - classpath: C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\Notary\corda.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-shell-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-rpc-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-node-api-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-tools-cliutils-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-common-configuration-parsing-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-common-validation-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\log4j-slf4j-impl-2.9.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\log4j-web-2.9.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jul-to-slf4j-1.7.25.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-jackson-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-serialization-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-core-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kotlin-stdlib-jdk8-1.2.71.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jackson-module-kotlin-2.9.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kotlin-reflect-1.2.71.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\quasar-core-0.7.10-jdk8.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kryo-serializers-0.42.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kryo-4.0.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jimfs-1.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\metrics-new-relic-1.1.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\guava-25.1-jre.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\caffeine-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\disruptor-3.4.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-collections4-4.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-amqp-protocol-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-server-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-jms-client-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-jdbc-store-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-core-client-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-journal-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-commons-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-core-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-config-ogdl-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-beanutils-1.9.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jcabi-manifests-1.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\forms_rt-7.0.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\metrics-core-3.2.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\config-1.3.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\h2-1.4.197.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\postgresql-42.2.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\HikariCP-2.5.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\hibernate-java8-5.3.6.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\hibernate-core-5.3.6.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\okhttp-3.5.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\picocli-3.8.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\ea-agent-loader-1.0.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-codec-1.10.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\library-master-v1.1-beta-g6215ec8-87.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\copycat-client-1.2.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\copycat-server-1.2.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\catalyst-netty-1.1.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jolokia-jvm-1.6.0-agent.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kotlin-stdlib-jre8-1.2.71.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-fileupload-1.3.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\proton-j-0.27.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\classgraph-4.6.12.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\liquibase-core-3.5.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jackson-datatype-jsr310-2.9.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jackson-databind-2.9.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\liquibase-slf4j-2.0.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\crash.connectors.ssh-cadb53544fbb3c0fb901445da614998a6a419488.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\crash.shell-cadb53544fbb3c0fb901445da614998a6a419488.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jansi-1.14.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\log4j-core-2.9.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-io-2.6.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jcabi-log-0.14.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-cache-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-crypto-hash-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-crypto-cipher-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-config-core-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-event-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-crypto-core-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\shiro-lang-1.4.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\copycat-protocol-1.2.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\catalyst-transport-1.1.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jcl-over-slf4j-1.7.25.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\mina-core-2.0.16.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\catalyst-concurrent-1.1.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\sshd-pam-0.11.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\sshd-core-1.6.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\catalyst-serializer-1.1.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\catalyst-buffer-1.1.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\catalyst-common-1.1.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\slf4j-api-1.7.25.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\log4j-api-2.9.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kotlin-stdlib-jdk7-1.2.71.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kotlin-stdlib-jre7-1.2.71.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kotlin-stdlib-1.2.71.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\reflectasm-1.11.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\minlog-1.3.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\objenesis-2.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jsr305-3.0.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\checker-qual-2.0.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\error_prone_annotations-2.1.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\j2objc-annotations-1.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\animal-sniffer-annotations-1.14.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-collections-3.2.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-native-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\hibernate-commons-annotations-5.0.4.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jboss-logging-3.3.2.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\artemis-selector-2.6.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-handler-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-transport-native-epoll-4.1.22.Final-linux-x86_64.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-transport-native-kqueue-4.1.22.Final-osx-x86_64.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-codec-http-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-codec-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-transport-native-unix-common-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-transport-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-buffer-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-resolver-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\netty-common-4.1.22.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\geronimo-json_1.0_spec-1.0-alpha-1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jgroups-3.6.13.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\johnzon-core-0.9.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\forms-1.1-preview.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jdom-1.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\javax.persistence-api-2.2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\javassist-3.23.1-GA.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\byte-buddy-1.8.17.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\antlr-2.7.7.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jboss-transaction-api_1.2_spec-1.1.1.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jandex-2.0.5.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\classmate-1.3.4.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\javax.activation-api-1.2.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\dom4j-1.6.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\okio-1.11.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jolokia-core-1.6.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\json-simple-1.1.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\newrelic-api-3.10.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\HdrHistogram-2.1.9.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\LatencyUtils-2.0.3.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\rxjava-1.3.8.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-jexl3-3.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\commons-lang-2.6.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\eddsa-0.2.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\bcpkix-jdk15on-1.60.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\bcprov-jdk15on-1.60.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\hibernate-jpa-2.1-api-1.0.0.Final.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\asm-5.0.4.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\snappy-0.4.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jackson-dataformat-yaml-2.9.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\snakeyaml-1.18.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jackson-annotations-2.9.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jackson-core-2.9.5.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\crash.cli-cadb53544fbb3c0fb901445da614998a6a419488.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\groovy-all-1.8.9.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\kotlin-stdlib-common-1.2.71.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\annotations-13.0.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\geronimo-jms_2.0_spec-1.0-alpha-2.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\jpam-1.1.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\corda-node-4.0-RC05.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\.cache\apps\net.corda.node.Corda_4.0-RC05\quasar-core-0.7.10-jdk8.jar;C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\Notary\corda.jar
[INFO ] 2019-03-08T02:00:48,319Z [main] internal.Node.logStartupInfo - VM Java HotSpot(TM) 64-Bit Server VM Oracle Corporation 25.181-b13
[INFO ] 2019-03-08T02:00:48,319Z [main] internal.Node.logStartupInfo - Machine: LAPTOP-M661KEM1
[INFO ] 2019-03-08T02:00:48,320Z [main] internal.Node.logStartupInfo - Working Directory: C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\Notary
[INFO ] 2019-03-08T02:00:48,320Z [main] internal.Node.logStartupInfo - Starting as node on localhost:10000
[INFO ] 2019-03-08T02:00:49,113Z [main] cordapp.JarScanningCordappLoader.fromDirectories - Looking for CorDapps in [C:\Personal\samples\cordapp-example\workflows-kotlin\build\nodes\Notary\cordapps]
[INFO ] 2019-03-08T02:00:49,276Z [main] cordapp.JarScanningCordappLoader.<init> - No CorDapp paths provided
[INFO ] 2019-03-08T02:00:52,323Z [main] internal.Node.generateAndSaveNodeInfo - Generating nodeInfo ...
[INFO ] 2019-03-08T02:00:53,476Z [main] internal.Node.obtainIdentity - identity-private-key not found in key store, generating fresh key!
[INFO ] 2019-03-08T02:00:53,812Z [main] hikari.HikariDataSource.<init> - HikariPool-1 - Started.
[INFO ] 2019-03-08T02:01:05,056Z [main] liquibase.info - Creating database history table with name: PUBLIC.DATABASECHANGELOG
[INFO ] 2019-03-08T02:01:05,125Z [main] liquibase.info - Reading from PUBLIC.DATABASECHANGELOG
[INFO ] 2019-03-08T02:01:05,323Z [main] liquibase.info - master.changelog.json: migration/common.changelog-init.xml::1511451595465-1.3::R3.Corda: Skipping changeSet migration/common.changelog-init.xml::1511451595465-1.3::R3.Corda due to validation error(s): minValue is not allowed on h2
[INFO ] 2019-03-08T02:01:05,409Z [main] liquibase.info - master.changelog.json: migration/vault-schema.changelog-pkey.xml::non-clustered_pk-11::R3.Corda: Skipping changeSet migration/vault-schema.changelog-pkey.xml::non-clustered_pk-11::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,411Z [main] liquibase.info - master.changelog.json: migration/vault-schema.changelog-pkey.xml::non-clustered_pk-12::R3.Corda: Skipping changeSet migration/vault-schema.changelog-pkey.xml::non-clustered_pk-12::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,411Z [main] liquibase.info - master.changelog.json: migration/vault-schema.changelog-pkey.xml::non-clustered_pk-13::R3.Corda: Skipping changeSet migration/vault-schema.changelog-pkey.xml::non-clustered_pk-13::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,548Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-pkey.xml::non-clustered_pk-1::R3.Corda: Skipping changeSet migration/node-core.changelog-pkey.xml::non-clustered_pk-1::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,549Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-pkey.xml::non-clustered_pk-2::R3.Corda: Skipping changeSet migration/node-core.changelog-pkey.xml::non-clustered_pk-2::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,549Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-pkey.xml::non-clustered_pk-3::R3.Corda: Skipping changeSet migration/node-core.changelog-pkey.xml::non-clustered_pk-3::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,549Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-pkey.xml::non-clustered_pk-4::R3.Corda: Skipping changeSet migration/node-core.changelog-pkey.xml::non-clustered_pk-4::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,553Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-pkey.xml::non-clustered_pk-5::R3.Corda: Skipping changeSet migration/node-core.changelog-pkey.xml::non-clustered_pk-5::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,554Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-pkey.xml::non-clustered_pk-6::R3.Corda: Skipping changeSet migration/node-core.changelog-pkey.xml::non-clustered_pk-6::R3.Corda due to validation error(s): clustered is not allowed on h2
[INFO ] 2019-03-08T02:01:05,554Z [main] liquibase.info - master.changelog.json: migration/node-core.changelog-pkey.xml::non-clustered_pk-7::R3.Corda: Skipping changeSet migration/node-core.changelog-pkey.xml::non-clustered_pk-7::R3.Corda due to validation error(s): clustered is not allowed on h2
